author,title,description,publishedAt,content
Kyle Barr,That Apple Pencil With Slide-Out USB-C Is Now Ready to Order,"All those pencil pushers out there chomping at the bit for an Apple-brand USB-C stylus no longer have to wait. On Wednesday, Apple put its new Apple Pencil with USB-C up for order, and customers can expect delivery beginning Nov. 3.Read more...",2023-11-01T17:55:00Z,"All those pencil pushers out there chomping at the bit for an Apple-brand USB-C stylus no longer have to wait. On Wednesday, Apple put its new Apple Pencil with USB-C up for order, and customers can … [+1672 chars]"
