author,title,description,publishedAt,content
Stephanie Barnes,Apple finally kills off the 13-inch Touch Bar MacBook Pro,"Apple's Scary Fast event was an unexpected but welcome treat for Mac fans this season. And in true Halloween slasher movie fashion, Apple has officially ended the life of one of its most controversial laptops: the 13-inch MacBook Pro. For years, this model wa…",2023-10-31T00:40:08Z,"Apple's Scary Fast event was an unexpected but welcome treat for Mac fans this season. And in true Halloween slasher movie fashion, Apple has officially ended the life of one of its most controversia… [+2204 chars]"
