author,title,description,publishedAt,content
Kyle Barr,We Might Finally Get an OLED Apple iPad Next Year,"This past year was a weird time for Apple. The company revealed two new MacBook Pros within ten months. It showed off the massive gamble that is its $3,500 Vision Pro headset. Its latest Apple Watches were a very bare refresh. Plus, the company didn’t reveal …",2023-11-09T18:40:00Z,"This past year was a weird time for Apple. The company revealed two new MacBook Pros within ten months. It showed off the massive gamble that is its $3,500 Vision Pro headset. Its latest Apple Watche… [+2070 chars]"
