author,title,description,publishedAt,content
David Pierce,Apple’s Journal app is kind of smart — and kind of basic,"Apple Journal comes with iOS 17.2 and includes features for saving photos, video, text, and more. It also includes a suggestions API that uses AI to try and guess which moments matter most.",2023-10-28T13:15:00Z,"Apples Journal app is kind of smart and kind of basic
Apples Journal app is kind of smart and kind of basic
 / Using everything your phone knows about you to help you chronicle your life is a fasci… [+6169 chars]"
