author,title,description,publishedAt,content
Karissa Bell,Apple reportedly pulls ads from X amid a growing backlash to antisemitic content on the platform,"Another major advertiser is pulling its ads from X amid a growing backlash to antisemitic content on the platform. Axios reports
 that Apple has opted to “pause” all advertising on the platform after its ads were discovered near pro-Nazi posts and X owner El…",2023-11-17T20:58:49Z,"Another major advertiser is pulling its ads from X amid a growing backlash to antisemitic content on the platform. Axiosreports
 that Apple has opted to pause all advertising on the platform after i… [+1438 chars]"
