author,title,description,publishedAt,content
Maxwell Zeff,Google Asks Regulators to Liberate Apple's Blue Text Bubbles,"Google sent a letter to European regulators asking them to free up Apple’s iMessage for all platforms, according to a report from the Financial Times Wednesday. The EU Commission said Apple is gatekeeping iMessage in September, and Google’s letter unnecessari…",2023-11-08T15:35:00Z,"Google sent a letter to European regulators asking them to free up Apples iMessage for all platforms, according to a report from the Financial Times Wednesday. The EU Commission said Apple is gatekee… [+2151 chars]"
